S.No.,Hospital Name,A+,A-,B+,B-,O+,O-,AB+,AB-,Total Units,Last Updated Date
506,"Blood Bank, Sadar Hospital, Giridih",0,0,30,0,0,0,0,0,30,11-05-2024 16:23
507,"Health Point Hospital, Blood Centre",1,0,4,0,10,0,0,0,15,12-05-2024 07:02
508,"Blood Bank, Sadar Hospital, Jamtara",0,1,2,0,3,0,1,0,7,12-05-2024 10:30
509,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,0,1,2,2,1,1,0,8,12-05-2024 12:39
510,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,0,1,2,2,1,1,0,8,12-05-2024 12:39
511,"Blood Bank, Shanti Bhawan Medical Centre Simdega",1,0,5,0,0,0,0,0,6,13-05-2024 08:49
512,Asarfi Blood Centre,1,0,4,0,2,0,0,0,7,13-05-2024 10:32
513,"Blood Bank, K.M.Memorial Hospital Research Centre, BOKARO",12,0,23,1,18,0,3,2,59,13-05-2024 12:43
514,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",0,0,6,2,3,2,0,0,13,15-05-2024 08:47
515,"Blood Bank, Sadar Hospital, Giridih",0,0,13,1,2,0,2,0,18,15-05-2024 09:02
516,"Blood Bank, Sadar Hospital, Giridih",0,0,13,1,2,0,2,0,18,15-05-2024 09:02
517,Rinchi Trust Hospital Blood Bank,36,0,28,0,23,0,2,0,89,15-05-2024 09:41
518,"Blood Bank, C.C.L. RANCHI",2,0,6,0,5,0,0,0,13,15-05-2024 09:44
519,Blood Bank Dhanbad,4,0,19,1,8,1,3,0,36,15-05-2024 10:13
520,"Blood Bank, Sadar Hospital, Ramgarh",7,0,9,1,4,0,1,0,22,15-05-2024 10:21
521,"Blood Bank, Sadar Hospital, Jamtara",0,1,2,0,1,0,1,1,6,15-05-2024 10:32
522,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",4,0,6,2,11,1,2,0,26,15-05-2024 10:32
523,Asarfi Blood Centre,1,0,6,0,0,0,0,0,7,15-05-2024 10:34
524,"Blood Bank, Rajendra Institute of Medical Sciences,RANCHI",0,0,0,0,0,0,0,0,0,15-05-2024 10:35
525,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,1,0,0,0,0,0,1,15-05-2024 10:36
526,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,1,0,0,0,0,0,1,15-05-2024 10:36
527,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,0,3,1,2,0,1,0,8,15-05-2024 10:36
528,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,0,3,1,2,0,1,0,8,15-05-2024 10:36
529,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",4,0,38,0,28,1,3,0,74,15-05-2024 11:15
530,"Blood Bank, Sadar Hospital,Deoghar",3,0,3,1,1,1,1,0,10,15-05-2024 13:56
531,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,15-05-2024 15:02
532,Samford Hospital Pvt Ltd,0,0,3,0,1,0,0,0,4,15-05-2024 15:55
533,"Blood Bank, Sadar Hospital, Giridih",4,0,6,1,3,0,0,0,14,15-05-2024 17:05
534,"Blood Bank, Sadar Hospital, Giridih",4,0,6,1,3,0,0,0,14,15-05-2024 17:05
535,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",2,0,61,0,57,0,9,0,129,16-05-2024 00:42
536,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",2,0,61,0,57,0,3,0,123,16-05-2024 00:43
537,Blood Bank Raj Hospital Ranchi,0,0,12,0,3,0,0,0,15,16-05-2024 08:51
538,Paras Hospital HEC,1,0,2,0,2,0,0,0,5,16-05-2024 09:34
539,Asarfi Blood Centre,1,0,6,0,0,0,0,0,7,16-05-2024 10:17
540,Lake View Hospital Blood Centre,3,0,3,0,3,0,0,0,9,16-05-2024 10:26
541,"Blood Bank, Rajendra Institute of Medical Sciences,RANCHI",0,0,0,0,0,0,0,0,0,16-05-2024 10:33
542,"Blood Bank, Sadar Hospital, Ramgarh",6,0,6,1,6,0,1,0,20,16-05-2024 10:41
543,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,0,0,0,0,0,16-05-2024 11:25
544,"CENTRAL HOSPITAL,DHANBAD",16,1,17,1,33,0,10,0,78,10-05-2024 11:20
545,Paras Hospital HEC,0,0,3,0,0,0,0,0,3,10-05-2024 11:24
546,Paras Hospital HEC,0,0,3,0,0,0,0,0,3,10-05-2024 11:24
547,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",4,0,7,1,6,0,0,0,18,10-05-2024 12:20
548,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",2,1,9,2,4,0,1,0,19,10-05-2024 12:25
549,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",2,1,9,2,4,0,1,0,19,10-05-2024 12:25
550,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",2,1,9,2,4,0,1,0,19,10-05-2024 12:25
551,Bokaro General Hospital,20,0,43,2,17,2,12,0,96,10-05-2024 12:42
552,Rinchi Trust Hospital Blood Bank,34,0,24,0,24,0,7,0,89,11-05-2024 08:31
553,"Shrinivas Blood Bank,HAZARIBAGH",0,0,1,0,0,0,0,0,1,11-05-2024 10:00
554,"Shrinivas Blood Bank,HAZARIBAGH",0,0,1,0,0,0,0,0,1,11-05-2024 10:01
555,Blood Bank Dhanbad,9,0,20,1,9,0,0,0,39,11-05-2024 11:07
556,"Blood Bank, Sadar Hospital,Deoghar",1,0,3,5,8,0,3,0,20,11-05-2024 13:26
557,SINGHPUR NURSING HOME BLOOD CENTRE,6,0,9,0,3,0,1,0,19,11-05-2024 14:22
558,Samford Hospital Pvt Ltd,0,0,2,0,1,0,0,0,3,12-05-2024 08:04
559,Samford Hospital Pvt Ltd,0,0,2,0,1,0,0,0,3,12-05-2024 08:04
560,Paras Hospital HEC,0,0,1,0,0,0,0,0,1,12-05-2024 08:16
561,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",1,0,24,0,1,0,0,0,26,12-05-2024 08:43
562,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",1,0,24,0,1,0,0,0,26,12-05-2024 08:43
563,Rinchi Trust Hospital Blood Bank,33,0,25,0,23,0,7,0,88,12-05-2024 08:53
564,Lake View Hospital Blood Centre,0,0,1,0,2,0,0,0,3,13-05-2024 08:58
565,"Blood Bank, Sadar Hospital, Giridih",1,0,26,0,0,0,1,0,28,13-05-2024 10:06
566,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,13-05-2024 12:05
567,"Blood Bank, Sadar Hospital,Deoghar",2,0,4,3,2,0,2,0,13,13-05-2024 13:02
568,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,0,1,2,2,1,1,0,8,13-05-2024 14:58
569,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,0,1,2,2,1,1,0,8,13-05-2024 14:58
570,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",4,0,6,2,11,1,2,0,26,13-05-2024 14:59
571,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",4,0,6,2,11,1,2,0,26,13-05-2024 14:59
572,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",4,0,6,2,11,1,2,0,26,13-05-2024 14:59
573,Rinchi Trust Hospital Blood Bank,31,0,28,0,23,0,7,0,89,14-05-2024 09:36
574,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",4,0,6,2,11,1,2,0,26,14-05-2024 09:51
575,"Blood Bank, Sadar Hospital, Ramgarh",6,0,11,1,3,0,2,0,23,14-05-2024 10:45
576,Asarfi Blood Centre,1,0,6,0,1,0,0,0,8,14-05-2024 10:46
577,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,15-05-2024 05:23
578,"Health Point Hospital, Blood Centre",0,0,4,1,7,0,0,0,12,15-05-2024 07:16
579,SINGHPUR NURSING HOME BLOOD CENTRE,5,0,8,0,4,0,0,0,17,15-05-2024 10:04
580,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,16-05-2024 05:23
581,"Blood Bank, Sadar Hospital, Palamu",24,0,78,0,32,0,53,0,187,16-05-2024 08:22
582,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,0,0,8,0,0,0,8,16-05-2024 08:58
583,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",0,0,8,0,3,2,0,0,13,16-05-2024 09:22
584,"Blood Bank, Shanti Bhawan Medical Centre Simdega",0,0,6,0,0,0,0,0,6,16-05-2024 09:29
585,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,0,0,0,0,0,16-05-2024 11:25
586,"Blood Bank, Sadar Hospital, Jamtara",0,1,3,0,1,0,0,1,6,16-05-2024 11:25
587,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,0,0,0,0,0,16-05-2024 11:25
588,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,12-05-2024 08:18
589,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,0,0,6,0,0,0,6,12-05-2024 09:09
590,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,0,0,6,0,0,0,6,12-05-2024 09:09
591,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",0,1,3,2,4,1,0,1,12,12-05-2024 09:28
592,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,1,0,0,0,0,0,1,12-05-2024 11:50
593,"Health Point Hospital, Blood Centre",1,0,5,0,7,0,0,0,13,13-05-2024 07:11
594,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,13-05-2024 07:26
595,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,13-05-2024 07:27
596,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,13-05-2024 07:30
597,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,13-05-2024 07:30
598,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,13-05-2024 07:31
599,Blood Bank Raj Hospital Ranchi,1,0,23,0,2,0,0,0,26,13-05-2024 08:09
600,Blood Bank Dhanbad,7,0,19,1,6,0,0,0,33,13-05-2024 09:51
601,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",0,1,4,2,3,1,1,0,12,13-05-2024 09:53
602,"Blood Bank, Sadar Hospital, Palamu",25,0,95,0,38,0,37,0,195,13-05-2024 10:00
603,"Blood Bank, Sadar Hospital, Palamu",25,0,95,0,38,0,37,0,195,13-05-2024 10:00
604,"Blood Bank, Sadar Hospital, Giridih",0,0,19,0,1,0,1,0,21,13-05-2024 16:48
605,"Blood Bank, Sadar Hospital, Giridih",0,0,19,0,1,0,1,0,21,13-05-2024 16:48
606,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",1,0,65,0,56,0,1,0,123,14-05-2024 00:30
607,Samford Hospital Pvt Ltd,0,0,2,0,1,0,0,0,3,14-05-2024 00:40
608,"Health Point Hospital, Blood Centre",0,0,6,0,7,0,0,0,13,14-05-2024 06:33
609,Blood Bank Raj Hospital Ranchi,0,0,23,0,2,0,0,0,25,14-05-2024 08:09
610,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",2,0,38,0,28,1,3,0,72,14-05-2024 10:04
611,Paras Hospital HEC,1,0,1,0,0,0,0,0,2,14-05-2024 10:28
612,Paras Hospital HEC,1,0,1,0,0,0,0,0,2,14-05-2024 10:28
613,"Shrinivas Blood Bank,HAZARIBAGH",1,0,0,0,0,0,0,0,1,14-05-2024 10:49
614,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",1,0,13,1,6,1,0,0,22,14-05-2024 12:41
615,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,14-05-2024 14:38
616,Bokaro General Hospital,27,0,38,2,18,2,12,0,99,15-05-2024 11:52
617,Rotary Central Prime Blood Centre,0,0,0,0,13,0,0,0,13,15-05-2024 12:51
618,"Blood Bank, Rajendra Institute of Medical Sciences,RANCHI",0,0,0,0,0,0,0,0,0,15-05-2024 15:49
619,Paras Hospital HEC,1,0,2,0,2,0,0,0,5,16-05-2024 09:28
620,Paras Hospital HEC,1,0,2,0,2,0,0,0,5,16-05-2024 09:28
621,"Blood Bank, Sadar Hospital, Giridih",0,0,6,1,5,0,0,0,12,16-05-2024 09:29
622,"Blood Bank, Sadar Hospital, Giridih",0,0,6,1,5,0,0,0,12,16-05-2024 09:29
623,Lake View Hospital Blood Centre,3,0,3,0,3,0,0,0,9,16-05-2024 10:26
624,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",8,0,35,0,31,1,2,0,77,16-05-2024 10:54
625,Bokaro General Hospital,24,0,35,2,15,2,11,0,89,16-05-2024 11:30
626,Blood Bank Dhanbad,7,0,14,2,11,1,1,1,37,16-05-2024 11:32
627,"MGMMCH, Jamshedpur",6,0,3,2,4,0,1,0,16,16-05-2024 12:09
628,"MGMMCH, Jamshedpur",6,0,3,2,4,0,1,0,16,16-05-2024 12:10
629,"Blood Bank, Sadar Hospital, Dumka",23,6,50,4,102,5,17,1,208,16-05-2024 12:12
630,Samford Hospital Pvt Ltd,0,0,2,0,1,0,0,0,3,16-05-2024 12:16
631,Rinchi Trust Hospital Blood Bank,35,0,28,0,20,0,1,0,84,16-05-2024 12:25
632,"Blood Bank, Medanta Hospital, RANCHI",8,0,10,0,13,0,2,0,33,13-05-2024 10:44
633,"Blood Bank, Sadar Hospital, Jamtara",1,1,0,0,4,0,0,1,7,13-05-2024 11:36
634,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,14-05-2024 07:42
635,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,14-05-2024 07:43
636,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,14-05-2024 07:43
637,"Blood Bank, Sadar Hospital , Lohardaga",8,2,9,0,26,0,0,0,45,15-05-2024 12:29
638,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,6,0,4,1,0,0,11,15-05-2024 13:10
639,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,16-05-2024 06:48
640,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,16-05-2024 06:49
641,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,2,0,1,0,0,0,3,16-05-2024 13:01
642,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,2,0,1,0,0,0,3,16-05-2024 13:03
643,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,2,0,1,0,0,0,3,16-05-2024 13:05
644,SINGHPUR NURSING HOME BLOOD CENTRE,2,0,7,0,7,0,0,0,16,16-05-2024 16:02
645,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,17-05-2024 00:10
646,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",2,0,59,0,52,0,3,0,116,17-05-2024 05:13
647,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,17-05-2024 05:52
648,Blood Bank Dhanbad,8,0,9,1,11,2,0,1,32,17-05-2024 08:15
649,Samford Hospital Pvt Ltd,0,0,2,0,1,0,0,0,3,17-05-2024 08:17
650,Blood Bank Raj Hospital Ranchi,1,0,14,0,3,0,0,0,18,17-05-2024 08:33
651,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,0,0,8,0,0,0,8,17-05-2024 08:34
652,Paras Hospital HEC,0,0,2,0,1,0,0,0,3,17-05-2024 08:36
653,Paras Hospital HEC,0,0,2,0,1,0,0,0,3,17-05-2024 08:37
654,"Blood Bank, Sadar Hospital, Palamu",22,0,77,0,34,1,53,0,187,17-05-2024 09:12
655,"Blood Bank, Sadar Hospital, Giridih",0,0,2,1,2,0,1,0,6,17-05-2024 09:35
656,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",2,0,2,2,9,0,2,0,17,17-05-2024 09:38
657,"Blood Bank, C.C.L. RANCHI",4,0,6,0,4,0,1,0,15,17-05-2024 09:57
658,"Blood Bank, Sadar Hospital, Jamtara",0,1,3,0,2,0,0,1,7,17-05-2024 10:59
659,Bokaro General Hospital,22,0,34,2,18,2,12,0,90,17-05-2024 11:08
660,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,0,0,0,0,0,17-05-2024 11:14
661,"Blood Bank, Medanta Hospital, RANCHI",5,0,10,0,11,0,2,0,28,17-05-2024 12:59
662,"Blood Bank, Medanta Hospital, RANCHI",5,0,10,0,11,0,2,0,28,17-05-2024 13:00
663,"Blood Bank, Medanta Hospital, RANCHI",5,0,10,0,11,0,2,0,28,17-05-2024 13:00
664,Rinchi Trust Hospital Blood Bank,36,0,26,0,22,0,1,0,85,17-05-2024 16:13
665,"Blood Bank, Sadar Hospital, Giridih",2,0,1,1,0,0,0,0,4,17-05-2024 16:58
666,"Blood Bank, Sadar Hospital, Giridih",2,0,1,1,0,0,0,0,4,17-05-2024 16:58
667,Samford Hospital Pvt Ltd,0,0,2,0,1,0,0,0,3,18-05-2024 00:31
668,Samford Hospital Pvt Ltd,0,0,2,0,1,0,0,0,3,18-05-2024 00:31
669,"M/s Blood Bank, Bramhanand Narayan Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,18-05-2024 05:59
670,"Health Point Hospital, Blood Centre",0,0,6,1,4,0,0,0,11,18-05-2024 07:06
671,Blood Bank Raj Hospital Ranchi,0,0,14,0,3,0,0,0,17,18-05-2024 08:31
672,"Blood Bank, Shanti Bhawan Medical Centre Simdega",0,0,4,0,1,0,0,0,5,18-05-2024 08:58
673,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,0,0,6,0,0,0,6,18-05-2024 09:04
674,"Blood Bank, Sadar Hospital, Giridih",2,0,1,1,0,0,0,0,4,18-05-2024 09:44
675,Paras Hospital HEC,0,0,0,0,0,0,0,0,0,15-05-2024 08:06
676,Lake View Hospital Blood Centre,3,0,0,0,3,0,0,0,6,15-05-2024 08:16
677,Lake View Hospital Blood Centre,3,0,0,0,3,0,0,0,6,15-05-2024 08:16
678,"Blood Bank, Sadar Hospital, Palamu",23,0,84,0,35,0,49,0,191,15-05-2024 09:28
679,"Blood Bank, Shanti Bhawan Medical Centre Simdega",1,0,6,0,1,0,0,0,8,15-05-2024 10:05
680,"Sub-divisional Hospital Blood Bank, Latehar",0,0,0,0,0,0,3,1,4,16-05-2024 10:50
681,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",0,0,8,0,2,2,1,0,13,18-05-2024 08:52
682,Rinchi Trust Hospital Blood Bank,35,0,28,0,20,0,1,0,84,18-05-2024 08:53
683,"Blood Bank, C.C.L. RANCHI",5,0,5,0,3,0,1,0,14,18-05-2024 09:54
684,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",4,0,18,0,20,1,0,0,43,18-05-2024 10:00
685,"Blood Bank, Sadar Hospital, Jamtara",4,1,0,0,2,0,0,1,8,18-05-2024 10:02
686,"Shrinivas Blood Bank,HAZARIBAGH",0,0,0,0,0,0,0,0,0,18-05-2024 10:13
687,"Blood Bank, Sadar Hospital, Ramgarh",1,0,8,0,5,0,3,0,17,18-05-2024 10:16
688,Lake View Hospital Blood Centre,2,0,2,0,2,0,0,0,6,18-05-2024 10:24
689,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",2,0,63,0,52,0,3,0,120,18-05-2024 10:33
690,Asarfi Blood Centre,1,0,3,0,1,0,0,0,5,18-05-2024 10:39
691,Bokaro General Hospital,22,0,37,2,19,2,12,0,94,18-05-2024 10:50
692,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,18-05-2024 11:09
693,JAMSHEDPUR BLOOD BANK,0,0,0,0,0,0,0,0,0,18-05-2024 11:20
694,"Blood Bank, Rajendra Institute of Medical Sciences,RANCHI",0,0,0,0,0,0,0,0,0,18-05-2024 14:01
695,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,19-05-2024 00:03
696,Rinchi Trust Hospital Blood Bank,36,0,30,0,18,0,1,0,85,19-05-2024 07:05
697,Samford Hospital Pvt Ltd,0,0,2,0,1,0,0,0,3,19-05-2024 08:04
698,Samford Hospital Pvt Ltd,0,0,2,0,1,0,0,0,3,19-05-2024 08:04
699,Paras Hospital HEC,0,0,0,0,1,0,0,0,1,19-05-2024 08:36
700,Paras Hospital HEC,0,0,0,0,1,0,0,0,1,19-05-2024 08:36
701,Blood Bank Dhanbad,6,0,15,0,13,1,0,1,36,19-05-2024 08:48
702,"Blood Bank, Shanti Bhawan Medical Centre Simdega",0,0,5,0,0,0,0,0,5,19-05-2024 08:53
703,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,1,0,5,0,0,0,6,19-05-2024 09:11
704,"Blood Bank, Medanta Hospital, RANCHI",6,0,9,0,11,0,2,0,28,19-05-2024 10:18
705,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,1,0,0,0,1,19-05-2024 10:53
706,"Blood Bank, Sadar Hospital, Jamtara",5,1,1,0,0,0,0,1,8,19-05-2024 10:59
707,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",6,0,16,0,14,0,0,0,36,19-05-2024 11:23
708,Blood Bank Raj Hospital Ranchi,0,0,15,0,5,0,0,0,20,20-05-2024 07:55
709,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,0,0,3,0,0,0,3,20-05-2024 07:58
710,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,0,0,3,0,0,0,3,20-05-2024 07:59
711,"M/s Blood Centre HZB, Arogyam Multi Speciality Hospital",0,0,0,0,3,0,0,0,3,20-05-2024 07:59
712,"Blood Bank, K.M.Memorial Hospital Research Centre, BOKARO",6,0,8,0,15,0,1,1,31,20-05-2024 08:06
713,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,20-05-2024 08:43
714,"Blood Bank, Sadar Hospital, Ramgarh",11,0,22,0,17,0,8,0,58,20-05-2024 08:46
715,"Blood Bank, Shanti Bhawan Medical Centre Simdega",0,0,4,0,0,0,1,0,5,20-05-2024 08:53
716,Samford Hospital Pvt Ltd,0,0,2,0,1,0,0,0,3,20-05-2024 08:54
717,"M/S Vikash Sheel Seva Sansthan, Godda Hospital Pvt. Ltd",2,0,8,0,2,2,1,0,15,20-05-2024 09:34
718,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",0,0,2,2,5,1,0,0,10,20-05-2024 09:36
719,"Sub-divisional Hospital Blood Bank, Latehar",0,0,0,0,1,0,4,1,6,15-05-2024 11:21
720,"Blood Bank, Sadar Hospital, Dumka",24,6,54,4,99,6,16,1,210,15-05-2024 11:41
721,"Blood Bank, K.M.Memorial Hospital Research Centre, BOKARO",5,0,19,1,19,0,5,1,50,16-05-2024 06:12
722,"Health Point Hospital, Blood Centre",2,0,6,1,3,0,0,0,12,16-05-2024 06:52
723,"Blood Bank, Medanta Hospital, RANCHI",4,0,10,0,14,0,2,0,30,16-05-2024 10:57
724,"Blood Bank, Shanti Bhawan Medical Centre Simdega",1,0,5,0,0,0,0,0,6,17-05-2024 09:24
725,"Blood Bank, Sadar Hospital , Lohardaga",9,1,5,0,27,0,0,0,42,17-05-2024 10:16
726,"Shrinivas Blood Bank,HAZARIBAGH",0,0,0,0,0,0,0,0,0,17-05-2024 19:18
727,"Blood Bank, Medanta Hospital, RANCHI",5,0,10,0,11,0,2,0,28,18-05-2024 10:43
728,"Blood Bank, Sadar Hospital, Giridih",0,0,0,1,2,0,0,0,3,18-05-2024 16:45
729,"Blood Bank, Sadar Hospital, Giridih",0,0,0,1,2,0,0,0,3,18-05-2024 16:45
730,Blood Bank Raj Hospital Ranchi,0,0,14,0,5,0,0,0,19,19-05-2024 08:32
731,Blood Bank Raj Hospital Ranchi,0,0,14,0,5,0,0,0,19,19-05-2024 08:32
732,Blood Bank Raj Hospital Ranchi,0,0,14,0,5,0,0,0,19,19-05-2024 08:33
733,Blood Bank Raj Hospital Ranchi,0,0,14,0,5,0,0,0,19,19-05-2024 08:33
734,Paras Hospital HEC,0,0,0,0,1,0,0,0,1,19-05-2024 08:34
735,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,12,0,1,2,1,0,16,19-05-2024 08:38
736,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,12,0,1,2,1,0,16,19-05-2024 08:39
737,Rinchi Trust Hospital Blood Bank,38,0,29,0,19,0,1,0,87,20-05-2024 07:43
738,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,8,0,1,1,0,0,10,20-05-2024 07:48
739,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",0,0,2,2,5,1,0,0,10,20-05-2024 09:36
740,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",0,0,2,2,5,1,0,0,10,20-05-2024 09:36
741,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",0,0,2,2,5,1,0,0,10,20-05-2024 09:36
742,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,0,0,2,4,0,1,0,8,20-05-2024 09:38
743,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,0,0,2,4,0,1,0,8,20-05-2024 09:38
744,"Nagarmal Modi Seva Sadan Hospital, Blood Bank",1,0,0,2,4,0,1,0,8,20-05-2024 09:38
745,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,1,0,0,0,1,20-05-2024 10:04
746,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,1,0,0,0,1,20-05-2024 10:04
747,"Blood Bank, Bhagwan Mahabir Medica Superspecialty Hospital,RANCHI",0,0,0,0,1,0,0,0,1,20-05-2024 10:04
748,"Blood Bank, C.C.L. RANCHI",4,0,5,0,3,0,1,0,13,20-05-2024 10:08
749,"Asian Dwarkadas Jalan Super Speciality Hospital,DHANBAD",4,0,15,0,12,0,0,0,31,20-05-2024 10:15
750,Bokaro General Hospital,19,0,37,2,19,3,12,0,92,20-05-2024 10:23
751,Asarfi Blood Centre,1,0,2,0,0,0,0,0,3,20-05-2024 10:26
752,Paras Hospital HEC,1,0,0,0,0,0,0,0,1,20-05-2024 11:01
753,Paras Hospital HEC,1,0,0,0,0,0,0,0,1,20-05-2024 11:02
754,Paras Hospital HEC,1,0,0,0,0,0,0,0,1,20-05-2024 11:03
755,Lake View Hospital Blood Centre,2,0,1,0,0,0,0,0,3,20-05-2024 11:22
756,"Blood Bank Maa Rampyari superspeciality Hospital,RANCHI",0,0,10,1,0,1,0,0,12,21-05-2024 01:15
757,"Gurunanak Hospital & Research Centre Blood Bank Unit, RANCHI",5,0,65,0,45,0,2,0,117,21-05-2024 05:05
758,"Blood Bank, K.M.Memorial Hospital Research Centre, BOKARO",2,0,8,1,15,0,3,1,30,21-05-2024 07:41
759,Blood Bank Raj Hospital Ranchi,0,0,15,0,5,0,0,0,20,21-05-2024 08:03
760,SADAR HOSPITAL RANCHI,0,0,0,0,0,0,0,0,0,21-05-2024 08:39
